天魔砸地,Thiên Ma Nện Đất
太阳神啊，如果您能听到我的话语就请赐予我力量吧。,"Thần mặt trời, xin hãy cho con sức mạnh nếu người có thể nghe thấy những lời này."
见闻等级达到XX,Cấp kiến thức đạt XX
熏施放【凤舞九天】时额外附加60%暴击率。,Tăng 60% tỉ lệ bạo kích khi Lyn sử dụng [Phượng Vũ].
仙童化形经验,EXP Hóa Hình Tiên Đồng
攻击时有10%概率降低目标15%的攻击，持续5秒，冷却时间30秒,"Khi tấn công có 10% tỉ lệ giảm của mục tiêu 15% Công, liên tục 5s, thời gian CD 30s"
灵兽丹,Linh Thú Đan
攻击提升9000，生命提升27000。,Tăng 9000đ tấn công và 27000đ HP
造成的魔法伤害提升至222%。,Tăng 222% sát thương phép.
神龙圣印 317级,Thần Long Thánh Ấn Cấp 317
小于等于X级之前不会弹出成就弹窗,Dưới cấp X sẽ không mở cửa sổ thành tựu
当自身生命大于60%时，受到攻击时，触发护体光环，自身和友军同时增加10%的最大生命值，20%防御，持续10秒。每10分钟触发一次,"Khi HP của mình trên 60%, khi bị tấn công, kích phát Quang Hoàn Hộ Thể, mình và đồng đội đồng thời tăng 10% điểm HP tối đa, 20% thủ, liên tục 10s. Cứ 10ph kích phát 1 lượt"
使全场景玩家损失一半生命值,Khiến người chơi toàn trường cảnh mất 1 nửa HP
劣魔,Ác Quỷ Xấu Xa
右,Hữu
返利1280%，买到就是赚到！,"Phản lợi 1280%, mua là lời!"
"攻击时有2%的概率会触发神器效果：使角色周围2000米范围内最多10名敌方玩家有50%的概率扣除30%的最大生命值,10分钟内只能触发一次.宇宙间的至强神器,可以任意摆弄宇宙中的一切事物甚至拥有创造+抹除多元宇宙的能力,","Khi tấn công có 2% tỉ lệ kích phát hiệu quả Thần Khí: Trong phạm vi 2000 mét quanh nhân vật tối đa 10 người chơi địch có 50% tỉ lệ bị trừ 30% điểm HP tối đa, trong 10ph chỉ được kích phát 1 lượt. Thần khí mạnh nhất vũ trụ,"
"{109,""前往获取进阶丹""}","{109,""Vào nhận Tiến Giới Đan""}"
你已经做的很好了，孩子。如果克罗可还在就更好了。,Ngươi đã làm rất tốt rồi. Nếu như Darek còn ở đây thì có phải tốt không.
您的花撵已经达到<color=#FF8C00>8阶</color>，为最佳直升品阶，是否立即使用<color=#FF8C00>【九阶花撵直升丹】</color>，直升到<color=#FF8C00>9阶</color>？,"Hoa Niện của bạn đã đạt <color=#FF8C00>8 Giai</color>. Dùng <color=#FF8C00>【9 Giai Hoa Niện Thăng Cấp Đan】</color>, để nâng lên <color=#FF8C00>9 Giai</color> không？"
<color=#ffa800>基础属性</color>\n<color=#91adcf>战力：</color><color=#ffffff>50000</color>\n<color=#91adcf>攻击：</color><color=#ffffff>1700</color>\n<color=#91adcf>防御：</color><color=#ffffff>800</color>\n<color=#91adcf>破甲：</color><color=#ffffff>800</color>\n<color=#91adcf>生命：</color><color=#ffffff>34000</color>\n<color=#00ff00>BOSS伤害加深：</color><color=#ffffff>5%</color>\n\n<color=#ffa800>物品说明</color>\n<color=#ffffff>龙印等级越高，属性加成越高，</color><color=#c8fd8a>大幅提升打BOSS效率</color>\n<color=#ffffff>野外挂机、离线挂机均可获取</color><color=#c8fd8a>龙晶原石</color><color=#ffffff>，用于提升圣印等级</color>,"<color=#ffa800>Thuộc tính cơ bản</color>\n<color=#91adcf>Chiến lực: </color><color=#ffffff>50000</color>\n<color=#91adcf>Công: </color><color=#ffffff>1700</color>\n<color=#91adcf>Thủ: </color><color=#ffffff>800</color>\n<color=#91adcf>Phá giáp: </color><color=#ffffff>800</color>\n<color=#91adcf>HP: </color><color=#ffffff>34000</color>\n<color=#00ff00>Sát thương BOSS thêm sâu:: </color><color=#ffffff>5%</color>\n\n<color=#ffa800>Quy tắc vật phẩm</color>\n<color=#ffffff>Cấp Long Ấn càng cao, thuộc tính càng cao, </color><color=#c8fd8a>tăng mạnh hiệu suất đánh BOSS</color>\n<color=#ffffff>Treo máy dã ngoại, treo máy offline đều được nhận </color><color=#c8fd8a>Long Tinh Nguyên Thạch</color><color=#ffffff>, dùng để thăng cấp Thánh Ấn</color>"
9000万经验丹,9000 Vạn EXP Đan
<color=#D39D0D>罗丝</color>在试炼内攻击力和暴击率提升<color=#bde141>12%</color><br/><color=#D39D0D>全体英雄</color>在试炼内攻击力提升<color=#bde141>2000</color>，最大生命值提升<color=#bde141>10000</color>,"<color=#D39D0D>Athena</color> trong Thí Luyện, tấn công và tỉ lệ bạo kích tăng <color=#bde141>12%</color><br/><color=#D39D0D>Toàn bộ tướng</color> trong Thí Luyện, tấn công tăng <color=#bde141>2000</color>, HP tối đa tăng <color=#bde141>10000</color>"
永茂王国拥有数不胜数的魔法族群，一些族民既有智慧，又具备过人的本领。青羽远巡军正在招募魔法族民！,"Vương Triều Vĩnh Mậu có nhiều tộc đàn ma pháp, một số có trí tuệ, có năng lực hơn người. Quân tuần tra Thanh Vũ đang chiêu mộ tộc dân ma pháp!"
确认花费{1}{0}清除CD吗？,Xác nhận tiêu {1}{0} xóa thời gian chờ không?
击杀50个,Kích sát 50
纯白鹊羽,Thuần Bạch Thước Vũ
完成日常任务-对话类型任务320次,Hoàn thành NVHN-Loại hình đối thoại 320 lượt
"攻击+7100,生命加+142000,杀怪经验+12%","Công +7100, HP tăng+142000, Tăng EXP +12%"
击败敌方单位时恢复英雄最大生命值25%的生命。(若存在相同系列技能取效果最高者),"Khi hạ gục 1 tướng địch, hồi 25% tổng HP bản thân. (Nếu có nhiều hiệu ứng giống nhau, lấy hiệu ứng có hiệu quả cao nhất)"
埃伦斯,Ellens
领取,Nhận
2、时间结束后，结缔契约的双方<color=#FFEC6A>主体</color>均未死亡，则挑战者<color=#FFEC6A>[$1]</color>失败,"2. Sau khi thời gian kết thúc, <color=#FFEC6A>chủ thể</color> hai bên của khế ước liên kết đều không tử vong, người khiêu chiến <color=#FFEC6A>[$1]</color> thất bại"
你个不孝的东西！如今我已经投靠恶魔，我要用我自己的力量惩罚你！,"Đồ bất hiếu! Bây giờ ta đã thành ma quỷ, ta sẽ trừng phạt ngươi bằng chính sức mạnh của ta!"
活动时间：<color=#ffffff>20:00</color>\n剩余次数：<color=#ffffff>不限</color>\n活动形式：<color=#ffffff>仙盟活动</color>\n等级限制：<color=#ffffff>125级以上</color>\n活动描述：<color=#ffffff>召集仙盟同伴守卫仙盟龙脉，共同抵御来犯敌人可以获得</color><color=#00ff00>海量经验</color>,"Thời gian hoạt động: <color=#ffffff>20:00</color>\nSố lượt còn lại: <color=#ffffff>Vô hạn</color>\nHình thức hoạt động: <color=#ffffff>Hoạt động Tiên Minh</color>\nHạn chế cấp: <color=#ffffff>Cấp 125 trở lên</color>\nMô tả hoạt động: <color=#ffffff>Triệu tập Tiên Minh bảo vệ Tiên Minh Long Mạch, chống địch xâm lăng có thể nhận </color><color=#00ff00>nhiều EXP</color>"
吞火者,Người Múa Lửa
技能激活后，神将在攻击时会释放高阶技能，对单个敌人造成642%伤害，冷却为4秒,"Sau khi kích hoạt kỹ năng, khi tấn công thần tướng sẽ thi triển kỹ năng giai cao, với địch đơn gây 642% sát thương. CD 4s"
"{""魅惑眼罩"",""魅惑眼罩"",""魅惑眼罩"",""魅惑眼罩""}","{""Che Mắt"",""Che Mắt"",""Che Mắt"",""Che Mắt""}"
阵法师,Trận Pháp Sư
神龙圣印 127级,Thần Long Thánh Ấn Cấp 127
云卷玉环,Bạch Ngọc
终结之战已经打响，阵营存亡在此一役，快去报名参战吧！,"Trận Chiến Cuối Cùng đã vang, Trận Doanh tồn vong ở đây, mau báo danh tham chiến!"
烈焰之心,Liệt Diễm Tâm
秦昭王·缘起,Tần Chiêu Vương·Duyên Khởi
丨Ada赫,Mộng Giác
精准长弓,Cung Chuẩn Xác
"科萨在莱尔德的身上加了新的判断，因为他不确定鬼族到底算不算恶魔。所以如果鬼族人没有主动攻击莱尔德，那么莱尔德就不会攻击鬼族人。莱尔德在接受到科萨的指令后，只身来到了冥海鬼域。一路上，但凡攻击莱尔德的鬼族无一幸免，全部死在了莱尔德的炮火之下。

事情很快的传到鬼魁大人和暗穹的耳朵里。鬼魁大人一方面给所有鬼族发了通告，告诉不要招惹莱德尔，因为他们观察到莱德尔从来不会主动攻击；另一方面派人去向圣辉帝国的人询问莱德尔来冥海鬼域的目的。

暗穹的那几个疯子显然对帝国派来的士兵表示不满。“没想到圣辉帝国竟然派人前来送死，不如我去和他玩玩。”影刃手中的飞斧开始旋转。“不，影刃。暂时还不需要你出面。正好让他来吸引鬼府的注意力”苇笑着说道。”

驱鬼符匠——乾拦在了莱尔德前进的路上，他听说了这个不速之客经历，怀疑他的灵魂被恶鬼所操控。对于莱尔德而言只是发现了一个新的鬼族，他用木讷的语调警告乾“请不要采取——任何具有攻击型的行动，否则——后果自负。”

乾对莱尔德的警告没有任何回应，他将符咒甩向莱尔德，如果对方是被恶鬼附身的人类，符咒便会发挥作用，将恶鬼的原型充莱尔德体内逼出来。如果对方只是单纯的人类，符咒就是会附着在莱尔德的身上，不会有任何反应。出乎乾的意料的是，符咒既没有发挥作用，也没有附着在莱尔德的身上，而是直接从他的身上迅速滑落。“这怎么可能？难道他是死的？所有的活物都不可能挡住这个符咒！”面对眼前出现的状况，乾有些吃惊。

而对于莱尔德来说，它对乾的举动在短暂的延迟后判定为攻击。“敌人……主动攻击，切换至攻击模式。”话音刚落，莱尔德手中的能量弹便直接对着乾轰了过去。面对突如其来的攻击，乾勉强躲了过去，心里想到“看来对方可能不仅仅是被恶鬼附身那么简单，我必须制服他调查清楚……”

","Sosa đã thêm một bản án mới cho Lyrd, bởi vì anh ta không chắc rốt cục Quỷ Tộc liệu có phải là quỷ hay không. Vì vậy nếu ma tộc khBOSS động tấn công Lyrd, thì Lyrd cũng sẽ không tấn công ma tộc. Sau khi nhận được lệnh của Sosa, Lyrd một mình đến Minh Hải quỷ thành. Trên đường đi, tất cả những con ma tấn công Lyrd đều được tha, và tất cả đều chết dưới làn đạn pháo của Lyrd.
Sự việc nhanh chóng đến tai của Quỷ Khôi và Ám Khung. Một mặt, Lãnh chúa Quỷ Khôi gửi thông báo đến tất cả các ma tộc, bảo họ không được khiêu khích Lyrd, bởi vì họ quan sát thấy rằng Lyrd sẽ không bao giờ chủ động tấn công mục tiêu.
Những kẻ mất trí đó trong Ám Khung rõ ràng là không hài lòng với những người lính do Đế chế gửi đến. ""ta không ngờ rằng Đế quốc Thánh Huy sẽ khiến một ai đó phải chết. Chi bằng để ta đến chơi đùa cùng hắn ta một chút."" Chiếc rìu bay trên tay Killer bắt đầu quay. ""Không, Killer. Bạn không cần phải tiến lên trong lúc này. Chỉ cần để anh ta thu hút sự chú ý của Quỷ Khôi,"" Vi cười nói. ""
Gần Khu quỷ - Can đã chặn Lyrd trên đường đi của mình, anh ta nghe kể về trải nghiệm của vị khách không mời này và nghi ngờ rằng linh hồn của anh ta đang bị điều khiển bởi những linh hồn ma quỷ. Theo như Lyrd được biết, anh ta vừa phát hiện ra một tộc ma mới, và anh ta cảnh báo Can với giọng buồn tẻ, ""Xin đừng thực hiện - bất kỳ hành động tấn công nào, nếu không - bạn sẽ tự chịu hậu quả.""
Gan không đáp lại lời cảnh báo của Lyrd, anh ném câu thần chú về phía Lyrd, nếu bên kia là người bị linh hồn ác quỷ ám, câu thần chú sẽ hoạt động và ép nguyên mẫu của linh hồn ác quỷ vào cơ thể Lyrd. Nếu bên kia chỉ là một con người đơn giản, câu thần chú sẽ được gắn vào cơ thể của Lyrd, và sẽ không có phản ứng. Thật bất ngờ, câu thần chú không hoạt động cũng như không gắn vào cơ thể của Lyrd, mà trượt trực tiếp từ anh ta. ""Làm sao có thể? Chẳng lẽ hắn đã chết? Không thể nào sinh vật sống đều có thể chặn phép thuật này!"" Đối mặt với tình huống trước mắt, Can có chút kinh ngạc.
Và đối với Lyrd, cuộc phản công của nó được gọi là một cuộc tấn công sau một thời gian trì hoãn ngắn ngủi. “Kẻ địch… chủ động tấn công, chuyển sang mô phỏng tấn công.” Ngay khi giọng nói vừa vang xuống, viên đạn năng lượng trong tay Lyrd đã trực tiếp lao thẳng vào nó. Đối mặt với cuộc tấn công bất ngờ, Can miễn cưỡng né tránh, nghĩ thầm: ""Xem ra bên kia có thể không đơn giản như bị quỷ ám, mình nhất định phải khuất phục hắn và điều tra ..."""
天 命 之 守 护,Thủ Hộ Thiên Mệnh
使用后获得符咒：\n<color=#00ff00>橙色强身</color>1个\n\n穿戴后获得符咒属性：\n<color=#00ff00>基础生命+14%</color>\n\n符咒满级属性：\n<color=#00ff00>基础生命+81%</color>,Nhận Phù Chú: \n<color=#00ff00>Cường Thân Cam</color> x1\n\nMặc nhận thuộc tính Phù Chú: \n<color=#00ff00>HP C.Bản +14%</color>\n\nThuộc tính Phù Chú Max cấp: \n<color=#00ff00>HP C.Bản +81%</color>
来，我们走吧，我们走新的通道这边！但是，之前的路上我们留下“梦境陷阱”，只要他们追过来就会被困住，嘻嘻！,"Nào, đi thôi, hãy đi theo lối mới này! Tuy nhiên, chúng ta đã để lại một ""cái bẫy trong mơ"" trên đường đi, chỉ cần chúng đuổi theo sẽ bị sập bẫy, hee hee!"
烈火红装·珍,Liệt Hỏa (Đỏ)·Trân
乌鲁奇的孤勇长靴,Giày Dũng Cảm Uruchham
坦克·6星·足具,Đỡ Đòn·6 Sao·Giày
升级灵宠<color=#00ff00>爆破</color>技能书。\n<color=#00ff00>一级效果：</color>增加灵宠4500点暴击，增加灵宠0.5%的暴击\n<color=#00ff00>满级效果：</color>增加灵宠45000点暴击，增加灵宠5%的暴击,"Thăng cấp Linh Sủng Kỹ Năng Thư <color=#00ff00>Bạo Phá</color>. \n<color=#00ff00>Hiệu quả cấp 1: </color>Linh Sủng tăng 4500 điểm bạo, tăng 0.5% Bạo Linh Sủng\n<color=#00ff00>Hiệu quả Max cấp: </color>Linh Sủng tăng 45000 điểm bạo, tăng 5% Bạo Linh Sủng"
辅助职业天赋1等级4-加护盾,Thiên Phú nghề Xạ Thủ 3 cấp 4 - Tăng Hộ Thuẫn
"寒屿易至月难明，
美酒易醉心难平。
笑拥群朋语奇事，
闲坐孤旅浪客行。","Hàn Tự trăng dễ lên, khó lòng thấy
Rượu ngon dễ say, khó lòng bỏ
Cười đùa với bằng hữu, nói những chuyện kì la
Người lữ hành đơn độc ngồi xung quanh"
战队等级达到200后获得,Chiến đội đạt cấp 200 nhận
真气攻击+2700,Công Chân Khí +2700
提升15%的防御加成,Tăng 15% Thủ
"{""雪舞轻扬""}","{""Tuyết Vũ Khinh Dương""}"
技能激活后，神将在攻击时会释放技能，对单个敌人造成849%伤害，冷却为4秒,"Sau khi kích hoạt kỹ năng, khi tấn công thần tướng sẽ thi triển kỹ năng, với địch đơn gây 849% sát thương. CD 4s"
使用魔法旋律，为我方攻击最高的英雄恢复玫乐蒂攻击力150%的生命值，并提升目标20%攻击力，持续2回合。,"Hồi cho đồng minh có tấn công cao nhất lượng HP bằng 150% tấn công của Letty, đồng thời tăng 20% tấn công cho tướng đó, duy trì 2 lượt."
恭喜玩家<color=#00CCFF>【$1】</color>在集五福活动中开出<color=#F0E68C>$2元宝</color>,Chúc mừng <color=#00CCFF>【$1】</color> tại Gom Ngũ Phúc mở ra <color=#F0E68C>$2 KNB</color>
我可不想学什么狗屁大道理，我只知道我姐妹们的生命比任务更重要！,"Ta không muốn học bất cứ đạo lí nhảm nhí nào, ta chỉ biết rằng mạng sống của chị em ta quan trọng hơn nhiệm vụ!"
我做鬼也不会放过你们的！,Ta có làm ma cũng không tha cho các ngươi!
謝謝傲龍,Linh Ðan
全服挑战年兽BOSS：300次,Toàn server khiêu chiến BOSS Niên Thú: 300 lần
使用后可激活与提升<color=#ff3b3b>寒潭映月</color>\n激活可加成：\n<color=#00ff00>战力+6200\n生命+5200\n攻击+260\n防御+100</color>\n\n分解后可获得<color=#00ff00>217</color>时装精华，可提升时装等级,"Kích hoạt và nâng cấp <color=#ff3b3b>Hàn Đàm Ánh Nguyệt</color>\nThuộc tính: \n<color=#00ff00>Chiến lực +6200\nHP +5200\nCông +260\nThủ +100</color>\n\nPhân giải nhận <color=#00ff00>217</color> Tinh Hoa Thời Trang, có thể tăng cấp Thời Trang"
天佑,Thiên Hựu
嗜血死斗,Tử Đấu
这是您在消費冲榜活动中未领取的奖励，请查收,"Đây là thưởng bạn chưa nhận trong hoạt động BXH Tiêu, hãy đến nhận"
【齐天金力】:<color=#76EE00>生命+16260\n攻击+820\n防御+400\n破甲+400</color>,【Tề Thiên Kim Lực】:<color=#76EE00>HP +16260\nCông +820\nThủ +400\nPhá giáp +400</color>
熾火風儛之,Mạnh Tấn
50级,Cấp 50
造成的物理伤害提升至122%。,Tăng 122% sát thương vật lý
集齐50个碎片即可召唤【阿尔弥】。<br/><br/><color=#bde141>定位：物理输出</color><br/><color=#bde141>特长：后排强攻系英雄，能对敌方造成大量群体伤害，还能在战斗开场时召唤领域削弱敌方</color>,"Thu thập 50 mảnh để triệu hồi [Varot].<br/><br/><color=#bde141>Vị trí: Tấn công vật lý</color><br/><color=#bde141>Sở trường: Công kích hàng sau, làm suy yếu địch ở đầu trận, gây nhiều sát thương nhóm lên địch</color>"
<color=#D39D0D>维多利亚</color>在试炼内攻击力和暴击率提升<color=#bde157>40%</color><br/><color=#D39D0D>全体英雄</color>在试炼内攻击力提升<color=#bde141>30000</color>，最大生命值提升<color=#bde141>150000</color>,"<color=#D39D0D>Victoria</color> trong Thí Luyện, tấn công và tỉ lệ bạo kích tăng <color=#bde141>%40</color><br/><color=#D39D0D>Toàn bộ tướng</color> trong Thí Luyện, tấn công tăng <color=#bde141>30000</color>, HP tối đa tăng <color=#bde141>150000</color>"
每个【荆棘印记】目标提升剑心·龙影4%闪避率，最多叠加5层。,"Mỗi mục tiêu bị [Ấn Ký Cắm Sừng] sẽ tăng 4% né tránh cho Kiếm Tâm Long Ảnh - Yas, cộng dồn tối đa 5 tầng."
攻击时有50%概率削弱对手的3%攻击力，最多叠加10层，持续至战斗结束。,"Khi tấn công có 50% tỉ lệ khiến giảm 3% tấn công địch, cộng dồn tối đa 10 tầng, duy trì đến hết trận."
阿布索伦只得狠心离去。而维多利亚则只能苦苦支撑，尽管遍体鳞伤依然拼命在保住联军防线……可最终，维多利亚还是倒下了……,"Bishop quyết rời đi. Còn Victoria chỉ có thể cố gắng bám trụ, mình đầy thương tích vẫn dốc sức bảo vệ phòng tuyến liên quân... Nhưng cuối cùng, Victoria vẫn bị gục ngã..."
桃花仙氅,Đào Hoa Tiên Sưởng
栖龙真可爱,Chu Phong
十一阶宝甲直升丹,11 Giai Bảo Giáp Đan
击杀48个,Kích sát 48
法器·幽冥白蝗,Pháp Khí·U Minh Bạch Hoàng
大圣空龙魂,Đại Thánh Không Long Hồn
技能1名字II-伤害+燃烧增伤,Kỹ năng 1.2 - Sát thương + Tăng thương Thiêu Đốt
凯在冥海被救起之事情传到了冥海姐妹汐和熏的耳中，姐妹二人因为担心也赶来劝说凯。,"Tin tức Branium được cứu ở Minh Hải truyền đến tai hai chị em Minh Hải Nami và Jana, hai chị em cũng vì lo lắng cho Branium nên đến thuyết phục anh ấy."
使用后可激活与提升萌娃-<color=#ff3b3b>妖刀君</color>\n激活可加成：\n<color=#00ff00>战力+14630\n生命+9386\n攻击+469\n防御+234\n破甲+234</color>,Kích hoạt và nâng cấp Tiên Oa-<color=#ff3b3b>Yêu Đao Quân</color>\nThuộc tính: \n<color=#00ff00>Chiến lực +14630\nHP +9386\nCông +469\nThủ +234\nPhá giáp +234</color>
锁妖塔第185层,Tỏa Yêu Tháp Tầng 185
使用后可获得200000元宝，并计入累充活动额度（不计入单笔充值活动）,"Nhận 200000 KNB, được tính vào hoạt động Tích Nạp (Không tính vào hoạt động Nạp Đơn)"
340级可领取,Cấp 340 có thể nhận
8阶激活,8 Giai kích hoạt
御林鞋子·极,Ngự Lâm Ngoa·Cực
洗炼前,Trước tẩy luyện
护送仙女20次,Hộ tống Tiên Nữ 20 lượt
神兽白虎,Thần Thú Bạch Hổ
小提示：VIP4开启【巢穴BOSS】，可无限击杀BOSS，获得珍贵橙色装备!,"Nhắc nhở: VIP4 mở 【BOSS Sào Huyệt】, kích sát BOSS vô hạn, nhận Trang Bị Cam hiếm!"
逃回去的匪兵报告了情况，焰岭乱匪准备对凯进行报复，不料凯却主动前来匪窝，为的就是那个“她”！,"Những tên cướp thoát được quay trở lại báo cáo tình hình, đạo tặc Cuồng Hỏa chuẩn bị báo thù Branium, không ngờ Branium lại chủ động đến ổ tặc trước, mục đích chính là vì “cô ấy”!"
新增星数达到170星且排行第2名可领取,Số sao đạt 170 sao và xếp hạng 2 có thể nhận
神龙圣印 98级,Thần Long Thánh Ấn Cấp 98
试验,Thí Nghiệm
这次战斗过后，加上早就怀有的敌意，焰岭军队决定对这股穿着冥海军服的侦查小队进行彻底地追击。,"Sau trận chiến này, cộng với sự thù địch đã lâu, quân Cuồng Hỏa quyết định Truy Kích triệt để đội trinh sát mặc quân phục Minh Hải này."
火属性免疫,T.Tính Hỏa-Miễn Dịch
教主的神圣储魔戒,Nhẫn Thánh Tổng Giám Mục
叮当花语,Hoa Chuông
好友-佣兵每借出1次英雄，提升全体英雄38点攻击力与461点生命值(每周最多触发5次，上限80次),"Mỗi lần mượn 1 Lính Thuê, tăng 38 điểm tấn công và 461 điểm HP cho toàn bộ tướng (giới hạn 5 lần/tuần, tối đa 80 lần)"
衰老,Suy Lão
攻击时，对目标周围最多3个目标造成300%+36000伤害，20%的概率触发致命一击，每40秒释放1次,"Với nhiều nhất 3 địch xung quanh mục tiêu tấn công gây ra 300%+36000 sát thương. 20% tỉ lệ kích phát Trí Mạng Nhất Kích, cứ 40s mở 1 lượt"
一战封神,Nhất Chiến Phong Thần
由麦城最虔诚的信徒科萨制作的攻击型道具，能够赋予使用者不可动摇的战斗决心。,"Đạo cụ tấn công được chế tạo bởi Sosa, mang lại cho người dùng sức mạnh niềm tin không thể lay chuyển."
升级要求,Yêu cầu tăng cấp
$1获得$2元宝,$1 nhận $2 KNB
使用后可激活神魂直购-648,Kích hoạt Thần Hồn Mua Trực Tiếp-648
会心几率+1.5%，攻击+750，破甲+750,"Tỷ Lệ Hội Tâm +1.5%, Công +750, Phá giáp +750"
可随机获得英雄【维多利亚】*1，限时召唤卡*1其中一个物品,"Ngẫu nhiên nhận được Tướng [Victoria]*1, Thẻ Triệu Hồi Giới Hạn*1"
神机仙铠·8星,Thần Cơ Tiên Khải·8 Sao
超级法连,Siêu Pháp Liên
通关条件≤XX步,Điều kiện vượt ải ≤XX bước
不用这么着急，很快就轮到你了！,"Đừng gấp như thế, rất nhanh sẽ tới lượt ngươi!"
说完瓦娜斯之魂变消散，即便托特伸手去抓也无济于事。没等托特缓过神来，他的身后传来了熟悉的声音……,"Nói xong hồn Watts biến mất, mặc cho cánh tay với ra nắm của Thoth. Chưa chờ Thoth định thần lại, sau lưng anh phát ra tiếng nói quen thuộc……"
1星以下,1 sao trở xuống
把这个人的灵魂交给我，我就当什么事情都没发生过。,"Hay giao linh hồn của kẻ nào cho ta, ta sẽ coi như không có chuyện gì."
舞魅迪梅爾,Quốc Trụ
价值21800,Giá trị 21800
玄武元神随机礼包,Lễ Bao Nguyên Thần Huyễn Vũ Ngẫu Nhiên
法宝减伤,Giảm Thương Pháp Bảo
囚犯,Tù Nhân
莫莫普攻,Momo công cơ bản
提升主人1600点暴击,Tăng cho chủ nhân 1600 điểm Bạo
红色道果礼盒（二）,Rương Đạo Quả Đỏ 2
甲克蟲一號,Khánh Duy
引导超时，自动触发下一步:,"Hướng dẫn quá hạn, tự động kích hoạt bước sau:"
希望我交出了满意的答卷，并且我将一直如此；当船抵达凛岚峪后，我也会将我的信念传递给族人们！,"Muốn ta đưa ra đáp án như ý, và ta sẽ mãi như vậy, khi thuyền đến đảo Rinlan, ta sẽ truyền niềm tin của ta cho mọi người!"
激活法宝：三宝莲,Kích hoạt Pháp Bảo: Tam Bảo Liên
我们中了炼金王的迷药，现在大家……,"Chúng ta đã bị Vua Luyện Kim đánh thuốc mê, và bây giờ mọi người ..."
"{""玎珰猫"",""玎珰猫"",""玎珰猫"",""玎珰猫""}","{""Doraemon"",""Doraemon"",""Doraemon"",""Doraemon""}"
时装·混沌金甲,Thời Trang·Hỗn Độn Kim Giáp
攻击+1200,Công +1200
至少出战3名水系英雄,Xuất trận tối thiệu 3 Tướng
英雄升级经验,EXP tăng cấp tướng
金刚不坏秘典,Kim Cương Bất Hoại Bí Điển
8星装备任选宝箱·坦克,Rương Chọn Trang Bị 8 Sao·Phòng Ngự
<color=#FF8C00>获取途径：</color>\n<color=#00CCFF>【商城购买、活动获得】</color>,"<color=#FF8C00>Cách nhận: </color>\n<color=#00CCFF>【Mua shop, hoạt động nhận】</color>"
队伍,Đội
使自身生命值提升7%,Tăng 7% HP bản thân
仙术战力达到3万,Tiên Thuật Lực Chiến đạt 3 Vạn
拥有【剑心·龙影】获得,Sở hữu [Kiếm Tâm·Long Ảnh] nhận
山上的老樵夫说，兽王山天地气运大变，怕是有异人出世，只是不知这气运应在何处。,"Lão tiều phu trên núi bảo, Thú Vương Sơn thay đổi, e là có dị nhân xuất thế."
阿布索伦感到十分惊讶——阿克斯竟会对同为圣辉战友的维多利亚出手攻击！联军对着突如其来的倒戈，只能暂时回撤，但他们也决心调查清楚此事。,"Bishop vô cùng kinh ngạc: Alvine tấn công Victoria, chiến hữu của anh ta ở Đế Quốc Thánh Huy! Chuyện xảy ra quá bất ngờ, Liên Quân chỉ có thể tạm thời rút lui để điều tra rõ sự tình."
你已经可以使用<color=#fccb15>5倍速</color>作战功能了，现在就试试吧。,Bạn có thể dùng chức năng <color=#fccb15>X5 tốc độ</color> để chiến đấu.
愈灵法衣,Áo Phép Thần Y
德古拉……来人，快！,"Dracula...Người đâu, nhanh!"
孵化好的灵宠已被领取,Đã nhận Linh Sủng ấp xong
春,Xuân
法宝伤害,Sát Thương Pháp Bảo
使用后可激活与提升<color=#ff3b3b>白玉玄武</color>\n激活可加成：\n<color=#00ff00>战力+75000\n生命+50000\n攻击+2500\n防御+1250\n破甲+1250</color>\n<color=#FF0000>攻击+0.5%\n防御+0.5%</color>,Kích hoạt và nâng cấp <color=#ff3b3b>Bạch Ngọc Huyền Võ </color>\nThuộc tính: \n<color=#00ff00>Chiến lực +75000\nHP +50000\nCông +2500\nThủ +1250\nPhá giáp +1250</color>\n<color=#FF0000>Công +0.5%\nThủ +0.5%</color>
超越,Vượt
